_id,ID,SCH_NAME,ADDRESS,CITY,POSTAL_CODE,MET_PANEL_ID,ADDRESS_POINT_ID,ADDRESS_NUMBER,LINEAR_NAME_FULL,ADDRESS_FULL,MUNICIPALITY,PLACE_NAME,GENERAL_USE_CODE,CENTRELINE_ID,LO_NUM,LO_NUM_SUF,HI_NUM,HI_NUM_SUF,LINEAR_NAME_ID,OBJECTID,geometry
96,96,First Nations School of Toronto,16 Phin Avenue,Toronto,M4J 3T2,E,853872,16,Phin Ave,16 Phin Ave,former Toronto,Eastern High School Of Commerce,115001,1140397,16,None,,None,4186,96,"{""coordinates"": [[-79.3366360566295, 43.6791402347004]], ""type"": ""MultiPoint""}"
97,97,Ledbury Park Elementary and Middle School,95 Falkirk Street,North York,M5M 4K1,E,7110840,95,Falkirk St,95 Falkirk St,North York,Ledbury Elementary Middle School,115001,7110841,95,None,,None,5551,97,"{""coordinates"": [[-79.4271823065033, 43.7274253087965]], ""type"": ""MultiPoint""}"
98,98,Roselands Junior Public School,990 Jane Street,York,M6N 4E2,E,9584890,990,Jane St,990 Jane St,York,Roselands Junior Public School,115001,30006755,990,None,,None,694,98,"{""coordinates"": [[-79.4990610012849, 43.6812267942846]], ""type"": ""MultiPoint""}"
99,99,Winona Drive Senior Public School,101 Winona Drive,Toronto,M6G 3S8,E,6620126,101,Winona Dr,101 Winona Dr,former Toronto,Winona Drive Junior Public School,115001,6620030,101,None,,None,964,99,"{""coordinates"": [[-79.4308587867559, 43.6770020664784]], ""type"": ""MultiPoint""}"
100,100,Steelesview Public School,105 Bestview Drive,North York,M2M 2Y1,E,9467757,105,Bestview Dr,105 Bestview Dr,North York,Steelesview Public School,115001,9467747,105,None,,None,4945,100,"{""coordinates"": [[-79.3856328580992, 43.8026660882921]], ""type"": ""MultiPoint""}"
101,101,Sir William Osler High School,1050 Huntingwood Drive,Agincourt,M1S 3H5,S,14170901,1050,Huntingwood Dr,1050 Huntingwood Dr,Scarborough,Sir William Osler Secondary School,115001,30002264,1050,None,,None,8150,101,"{""coordinates"": [[-79.2874013328849, 43.7975664888386]], ""type"": ""MultiPoint""}"
102,102,Glen Ravine Junior Public School,11 Gadsby Drive,Scarborough,M1K 4V4,E,9086409,11,Gadsby Dr,11 Gadsby Dr,Scarborough,Glen Ravine Junior Public School,115001,9086406,11,None,,None,7942,102,"{""coordinates"": [[-79.2540589454282, 43.7382246272196]], ""type"": ""MultiPoint""}"
103,103,Roywood Public School,11 Roywood Drive,North York,M3A 2C7,E,6739507,11,Roywood Dr,11 Roywood Dr,North York,Roywood Public School,115001,6739504,11,None,,None,6599,103,"{""coordinates"": [[-79.3217731783625, 43.7647240733216]], ""type"": ""MultiPoint""}"
104,104,Tredway Woodsworth Public School,112 Sedgemount Drive,Scarborough,M1H 1X9,E,384158,112,Sedgemount Dr,112 Sedgemount Dr,Scarborough,William Tredway Junior Public School,115001,108752,112,None,,None,8914,104,"{""coordinates"": [[-79.2352659356635, 43.7650332154187]], ""type"": ""MultiPoint""}"
105,105,McMurrich Junior Public School,115 Winona Drive,Toronto,M6G 3S8,E,6620127,115,Winona Dr,115 Winona Dr,former Toronto,McMurrich Junior Public School,115001,6620030,115,None,,None,964,105,"{""coordinates"": [[-79.4310619546751, 43.6780763704772]], ""type"": ""MultiPoint""}"
106,106,Elkhorn Public School,10 Elkhorn Drive,North York,M2K 1J3,E,4504013,10,Elkhorn Dr,10 Elkhorn Dr,North York,Elkhorn Public School,115001,4503989,10,None,,None,5494,106,"{""coordinates"": [[-79.3800624355928, 43.7712153929829]], ""type"": ""MultiPoint""}"
107,107,Elmbank Junior Middle Academy,10 Pittsboro Drive,Etobicoke,M9V 3R4,E,8128665,10,Pittsboro Dr,10 Pittsboro Dr,Etobicoke,Elmbank Junior Middle Academy,115001,20053315,10,None,,None,2278,107,"{""coordinates"": [[-79.5900470677447, 43.7365019019057]], ""type"": ""MultiPoint""}"
108,108,Chalkfarm Public School,100 Chalkfarm Drive,North York,M3L 1L4,E,10494536,100,Chalkfarm Dr,100 Chalkfarm Dr,North York,Chalkfarm Public School,115001,10494522,100,None,,None,5162,108,"{""coordinates"": [[-79.5143927419889, 43.7271064323401]], ""type"": ""MultiPoint""}"
109,109,Milne Valley Middle School,100 Underhill Drive,North York,M3A 2J9,E,570770,100,Underhill Dr,100 Underhill Dr,North York,Milne Valley Middle School,115001,441523,100,None,,None,6965,109,"{""coordinates"": [[-79.3267091236923, 43.7472020481689]], ""type"": ""MultiPoint""}"
110,110,Crestview Public School,101 Seneca Hill Drive,North York,M2J 2W3,E,560542,101,Seneca Hill Dr,101 Seneca Hill Dr,North York,Crestview Public School,115001,437045,101,None,,None,6676,110,"{""coordinates"": [[-79.3598465997775, 43.7884321784152]], ""type"": ""MultiPoint""}"
111,111,Whitney Junior Public School,119 Rosedale Heights Drive,Toronto,M4T 1C7,E,861261,119,Rosedale Heights Dr,119 Rosedale Heights Dr,former Toronto,Whitney Junior Public School,115001,1139397,119,None,,None,4317,111,"{""coordinates"": [[-79.3783972733833, 43.6871603367392]], ""type"": ""MultiPoint""}"
112,112,Henry Kelsey Senior Public School,1200 Huntingwood Drive,Agincourt,M1S 1K7,E,6321693,1200,Huntingwood Dr,1200 Huntingwood Dr,Scarborough,Henry Kelsey Senior Public School,115001,30002255,1200,None,,None,8150,112,"{""coordinates"": [[-79.2770232222959, 43.7988176895396]], ""type"": ""MultiPoint""}"
113,113,Lawrence Park Collegiate Institute,125 Chatsworth Drive,Toronto,M4R 1S1,S,8344129,125,Chatsworth Dr,125 Chatsworth Dr,former Toronto,Lawrence Park Collegiate Institute,115001,8344132,125,None,,None,3149,113,"{""coordinates"": [[-79.4104390774942, 43.7222227051645]], ""type"": ""MultiPoint""}"
114,114,Yorkview Public School,130 Yorkview Drive,North York,M2R 1K1,E,579389,130,Yorkview Dr,130 Yorkview Dr,North York,Yorkview Public School,115001,438673,130,None,,None,9794,114,"{""coordinates"": [[-79.4355664221908, 43.7725736106375]], ""type"": ""MultiPoint""}"
115,115,Fenside Public School,131 Fenside Drive,North York,M3A 2V9,E,515284,131,Fenside Dr,131 Fenside Dr,North York,Fenside Public School,115001,439443,131,None,,None,5578,115,"{""coordinates"": [[-79.3291265799904, 43.7645805189835]], ""type"": ""MultiPoint""}"
116,116,West Humber Junior Middle School,15 Delsing Drive,Etobicoke,M9W 4S7,E,10155258,15,Delsing Dr,15 Delsing Dr,Etobicoke,West Humber Junior Public School,115001,10155252,15,None,,None,1455,116,"{""coordinates"": [[-79.5807026757453, 43.7237549779012]], ""type"": ""MultiPoint""}"
117,117,Eatonville Junior School,15 Rossburn Drive,Etobicoke,M9C 2P7,E,1028895,15,Rossburn Dr,15 Rossburn Dr,Etobicoke,Eatonville Junior School,115001,912398,15,None,,None,2406,117,"{""coordinates"": [[-79.5666150696602, 43.6378407814724]], ""type"": ""MultiPoint""}"
118,118,Hunter's Glen Junior Public School,16 Haileybury Drive,Scarborough,M1K 4X5,E,341682,16,Haileybury Dr,16 Haileybury Dr,Scarborough,Hunter's Glen Junior Public School,115001,30073938,16,None,,None,8054,118,"{""coordinates"": [[-79.2601219894519, 43.7457122545676]], ""type"": ""MultiPoint""}"
119,119,Lord Roberts Junior Public School,165 Lord Roberts Drive,Scarborough,M1K 3W5,E,356987,165,Lord Roberts Dr,165 Lord Roberts Dr,Scarborough,Lord Roberts Junior Public School,115001,110705,165,None,,None,8361,119,"{""coordinates"": [[-79.2636373332983, 43.7413177791394]], ""type"": ""MultiPoint""}"
120,120,O'Connor Public School,1665 O'Connor Drive,North York,M4A 1W5,E,8609165,1665,O'Connor Dr,1665 O'Connor Dr,North York,O'Connor Public School,115001,8609163,1665,None,,None,274,120,"{""coordinates"": [[-79.304152132862, 43.7165073254377]], ""type"": ""MultiPoint""}"
121,121,Pleasant View Middle School,175 Brian Drive,North York,M2J 3Y8,E,492072,175,Brian Dr,175 Brian Dr,North York,Pleasant View Junior High School,115001,437221,175,None,,None,5028,121,"{""coordinates"": [[-79.3339032144143, 43.7874877559234]], ""type"": ""MultiPoint""}"
122,122,Smithfield Middle School,175 Mount Olive Drive,Etobicoke,M9V 2E3,E,10537872,175,Mount Olive Dr,175 Mount Olive Dr,Etobicoke,Smithfield Public School,115001,30108313,175,None,,None,2145,122,"{""coordinates"": [[-79.5957518765444, 43.7500111297374]], ""type"": ""MultiPoint""}"
123,123,Dallington Public School,18 Dallington Drive,North York,M2J 2G3,E,9963285,18,Dallington Dr,18 Dallington Dr,North York,Dallington Public School,115001,9963276,18,None,,None,5322,123,"{""coordinates"": [[-79.3547553486122, 43.7771281264675]], ""type"": ""MultiPoint""}"
124,124,Pelmo Park Public School,180 Gary Drive,North York,M9N 2M1,E,519066,180,Gary Dr,180 Gary Dr,North York,Pelmo Park Public School,115001,445999,180,None,,None,5666,124,"{""coordinates"": [[-79.5181161605692, 43.7120567278162]], ""type"": ""MultiPoint""}"
125,125,Rosethorn Junior School,2 Remington Drive,Etobicoke,M9A 2J1,E,1026805,2,Remington Dr,2 Remington Dr,Etobicoke,Rosethorn Junior Public School,115001,910530,2,None,,None,2351,125,"{""coordinates"": [[-79.5394518624762, 43.6601566099814]], ""type"": ""MultiPoint""}"
126,126,Dunlace Public School,20 Dunlace Drive,North York,M2L 2S1,E,9963196,20,Dunlace Dr,20 Dunlace Dr,North York,Dunlace Public School,115001,30058051,20,None,,None,5459,126,"{""coordinates"": [[-79.3703573292119, 43.7624594249816]], ""type"": ""MultiPoint""}"
127,127,Donview Middle Health and Wellness Academy,20 Evermede Drive,North York,M3A 2S3,E,513470,20,Evermede Dr,20 Evermede Dr,North York,Donview Middle School,115001,439470,20,None,,None,5540,127,"{""coordinates"": [[-79.3314383068706, 43.7641877197384]], ""type"": ""MultiPoint""}"
128,128,George S Henry Academy,200 Graydon Hall Drive,North York,M3A 3A6,S,8824026,200,Graydon Hall Dr,200 Graydon Hall Dr,North York,George S. Henry Academy - Building Grounds,115001,30058565,200,None,,None,5741,128,"{""coordinates"": [[-79.3399200284936, 43.7643599636777]], ""type"": ""MultiPoint""}"
129,129,John D Parker Junior School,202 Mount Olive Drive,Etobicoke,M9V 3Z5,E,1020094,202,Mount Olive Dr,202 Mount Olive Dr,Etobicoke,John D Parker Public School,115001,906556,202,None,,None,2145,129,"{""coordinates"": [[-79.5964455179149, 43.7533579130158]], ""type"": ""MultiPoint""}"
130,130,Bessborough Drive Elementary and Middle School,211 Bessborough Drive,East York,M4G 3K2,E,17935,211,Bessborough Dr,211 Bessborough Dr,East York,Bessborough Drive Public School,115001,605,211,None,,None,33,130,"{""coordinates"": [[-79.3701352031944, 43.7072147378542]], ""type"": ""MultiPoint""}"
131,131,Rosedale Junior Public School,22 South Drive,Toronto,M4W 1R1,E,869568,22,South Dr,22 South Dr,former Toronto,Rosedale Junior Public School,115001,13516316,22,None,,None,4421,131,"{""coordinates"": [[-79.38168602675, 43.6776557315322]], ""type"": ""MultiPoint""}"
132,132,Wellesworth Junior School,225 Wellesworth Drive,Etobicoke,M9C 4S5,E,1042829,225,Wellesworth Dr,225 Wellesworth Dr,Etobicoke,Wellesworth Junior Public School,115001,910913,225,None,,None,2752,132,"{""coordinates"": [[-79.5767187454201, 43.6566373465707]], ""type"": ""MultiPoint""}"
133,133,Daystrom Public School,25 Daystrom Drive,North York,M9M 2A8,E,505735,25,Daystrom Dr,25 Daystrom Dr,North York,Daystrom Public School,115001,441683,25,None,,None,5339,133,"{""coordinates"": [[-79.5469633014631, 43.7479469273564]], ""type"": ""MultiPoint""}"
134,134,Westway Junior School,25 Poynter Drive,Etobicoke,M9R 1K8,E,1024346,25,Poynter Dr,25 Poynter Dr,Etobicoke,Westway Junior Public School,115001,908884,25,None,,None,2291,134,"{""coordinates"": [[-79.5489933081465, 43.6908221223255]], ""type"": ""MultiPoint""}"
135,135,Beverley Heights Middle School,26 Troutbrooke Drive,North York,M3M 1S5,E,570175,26,Troutbrooke Dr,26 Troutbrooke Dr,North York,Beverly Heights Middle School,115001,443483,26,None,,None,6946,135,"{""coordinates"": [[-79.5047717197305, 43.7330245969924]], ""type"": ""MultiPoint""}"
136,136,Cliffside Public School,27 East Haven Drive,Scarborough,M1N 1M1,E,8802114,27,East Haven Dr,27 East Haven Dr,Scarborough,Cliffside Public School,115001,30076792,27,None,,None,7810,136,"{""coordinates"": [[-79.2503830440116, 43.7048959315468]], ""type"": ""MultiPoint""}"
137,137,George Anderson Public School,30 George Anderson Drive,North York,M6M 2Y8,E,519441,30,George Anderson Dr,30 George Anderson Dr,North York,George Anderson Public School - Building Grounds,115001,446465,30,None,,None,5677,137,"{""coordinates"": [[-79.4789480608335, 43.7054535329767]], ""type"": ""MultiPoint""}"
138,138,Rivercrest Junior School,30 Harefield Drive,Etobicoke,M9W 4C9,E,1005812,30,Harefield Dr,30 Harefield Dr,Etobicoke,Rivercrest Junior School,115001,907426,30,None,,None,1754,138,"{""coordinates"": [[-79.5695177435715, 43.729716180075]], ""type"": ""MultiPoint""}"
139,139,Parkfield Junior School,31 Redgrave Drive,Etobicoke,M9R 3T9,E,1026461,31,Redgrave Dr,31 Redgrave Dr,Etobicoke,Parkfield Junior Public School,115001,909329,31,None,,None,2345,139,"{""coordinates"": [[-79.5697578514709, 43.6822877769246]], ""type"": ""MultiPoint""}"
140,140,Shoreham Public Sports and Wellness Academy,31 Shoreham Drive,North York,M3N 2S6,E,13969058,31,Shoreham Dr,31 Shoreham Dr,North York,Shoreham Public Sports and Wellness Academy,115001,439111,31,None,,None,6708,140,"{""coordinates"": [[-79.5173879692824, 43.7687995439219]], ""type"": ""MultiPoint""}"
141,141,Oakdale Park Middle School,315 Grandravine Drive,North York,M3N 1J5,E,523032,315,Grandravine Dr,315 Grandravine Dr,North York,Oakdale Park Middle School,115001,30100304,315,None,,None,5733,141,"{""coordinates"": [[-79.5119920580985, 43.7474650745775]], ""type"": ""MultiPoint""}"
142,142,Calico Public School,35 Calico Drive,North York,M3L 1V5,E,495446,35,Calico Dr,35 Calico Dr,North York,Calico Public School,115001,442948,35,None,,None,5092,142,"{""coordinates"": [[-79.5035920382592, 43.7379061764681]], ""type"": ""MultiPoint""}"
143,143,Valleyfield Junior School,35 Saskatoon Drive,Etobicoke,M9P 2E8,E,1030369,35,Saskatoon Dr,35 Saskatoon Dr,Etobicoke,Valleyfield Junior Public School,115001,908699,35,None,,None,2437,143,"{""coordinates"": [[-79.5384444417594, 43.6942865155451]], ""type"": ""MultiPoint""}"
144,144,Hilltop Middle School,35 Trehorne Drive,Etobicoke,M9P 1N8,E,1039711,35,Trehorne Dr,35 Trehorne Dr,Etobicoke,Hilltop Middle Public School,115001,908943,35,None,,None,2653,144,"{""coordinates"": [[-79.53306700719, 43.6894627380415]], ""type"": ""MultiPoint""}"
145,145,Claireville Junior School,350 Silverstone Drive,Etobicoke,M9V 3J4,E,10558804,350,Silverstone Dr,350 Silverstone Dr,Etobicoke,Claireville Public School,115001,10558805,350,None,,None,2485,145,"{""coordinates"": [[-79.5991007205673, 43.7480114029654]], ""type"": ""MultiPoint""}"
146,146,Maurice Cody Junior Public School,364 Belsize Drive,Toronto,M4S 1N2,E,13971288,364,Belsize Dr,364 Belsize Dr,former Toronto,Maurice Cody Junior Public School,115001,1138442,364,None,,None,2990,146,"{""coordinates"": [[-79.3776790176605, 43.7048143191022]], ""type"": ""MultiPoint""}"
147,147,Woburn Junior Public School,40 Dormington Drive,Scarborough,M1G 3N2,E,328365,40,Dormington Dr,40 Dormington Dr,Scarborough,Woburn Junior Public School,115001,9234022,40,None,,None,7766,147,"{""coordinates"": [[-79.2270016649434, 43.779502795504]], ""type"": ""MultiPoint""}"
148,148,Broadacres Junior School,45 Crendon Drive,Etobicoke,M9C 3G6,E,7515119,45,Crendon Dr,45 Crendon Dr,Etobicoke,Broadacres Public School,115001,7515109,45,None,,None,1409,148,"{""coordinates"": [[-79.5720207319543, 43.6480667176351]], ""type"": ""MultiPoint""}"
149,149,The Elms Junior Middle School,45 Golfdown Drive,Etobicoke,M9W 2H8,E,1003702,45,Golfdown Dr,45 Golfdown Dr,Etobicoke,The Elms Junior Middle School,115001,907618,45,None,,None,1690,149,"{""coordinates"": [[-79.5521137885613, 43.722227297768]], ""type"": ""MultiPoint""}"
150,150,Willow Park Junior Public School,45 Windover Drive,Scarborough,M1G 1P1,E,398591,45,Windover Dr,45 Windover Dr,Scarborough,Willow Park Junior Public School,115001,108970,45,None,,None,9241,150,"{""coordinates"": [[-79.2095785361357, 43.7611980953357]], ""type"": ""MultiPoint""}"
151,151,Cresthaven Public School,46 Cresthaven Drive,North York,M2H 1M1,E,504194,46,Cresthaven Dr,46 Cresthaven Dr,North York,Cresthaven Public School,115001,30102963,46,None,,None,5297,151,"{""coordinates"": [[-79.3635402543448, 43.7972191365557]], ""type"": ""MultiPoint""}"
152,152,Bellmere Junior Public School,470 Brimorton Drive,Scarborough,M1H 2E6,E,312976,470,Brimorton Dr,470 Brimorton Dr,Scarborough,Bellmere Junior Public School,115001,108018,470,None,,None,7437,152,"{""coordinates"": [[-79.23514687523, 43.7719692863916]], ""type"": ""MultiPoint""}"
153,153,A Y Jackson Secondary School,50 Francine Drive,North York,M2H 2G6,S,517961,50,Francine Dr,50 Francine Dr,North York,A. Y. Jackson Secondary School,115001,436260,50,None,,None,5639,153,"{""coordinates"": [[-79.3665552934095, 43.8052613014219]], ""type"": ""MultiPoint""}"
154,154,Elmlea Junior School,50 Hadrian Drive,Etobicoke,M9W 1V4,E,10010732,50,Hadrian Dr,50 Hadrian Dr,Etobicoke,Elmlea Public School,115001,20053010,50,None,,None,1737,154,"{""coordinates"": [[-79.5498701970545, 43.7159386194401]], ""type"": ""MultiPoint""}"
155,155,Lynnwood Heights Junior Public School,50 Southlawn Drive,Scarborough,M1S 1J1,E,14174271,50,Southlawn Dr,50 Southlawn Dr,Scarborough,Lynnwood Heights Junior Public School,115001,6332545,50,None,,None,8981,155,"{""coordinates"": [[-79.2913478664802, 43.7965807575644]], ""type"": ""MultiPoint""}"
156,156,Stilecroft Public School,50 Stilecroft Drive,North York,M3J 1A7,E,7522835,50,Stilecroft Dr,50 Stilecroft Dr,North York,Stilecroft Public School,115001,30092975,50,None,,None,6797,156,"{""coordinates"": [[-79.4932050987089, 43.7510558213298]], ""type"": ""MultiPoint""}"
157,157,Vradenburg Junior Public School,50 Vradenberg Drive,Agincourt,M1T 1M6,E,395053,50,Vradenberg Dr,50 Vradenberg Dr,Scarborough,Vradenburg Public School,115001,107883,50,None,,None,9171,157,"{""coordinates"": [[-79.3082862993578, 43.7743422666974]], ""type"": ""MultiPoint""}"
158,158,Martingrove Collegiate Institute,50 Winterton Drive,Etobicoke,M9B 3G7,S,8087277,50,Winterton Dr,50 Winterton Dr,Etobicoke,Martingrove Collegiate Institute,115001,8087278,50,None,,None,2813,158,"{""coordinates"": [[-79.5607396403649, 43.6733827722511]], ""type"": ""MultiPoint""}"
159,159,Chine Drive Public School,51 Chine Drive,Scarborough,M1M 2K8,E,2904931,51,Chine Dr,51 Chine Dr,Scarborough,Chine Drive Public School,115001,30029531,51,None,,None,7587,159,"{""coordinates"": [[-79.2417968940952, 43.7099825934536]], ""type"": ""MultiPoint""}"
160,160,Melody Village Junior School,520 Silverstone Drive,Etobicoke,M9V 3L5,E,10154322,520,Silverstone Dr,520 Silverstone Dr,Etobicoke,Melody Village Public School,115001,10154323,520,None,,None,2485,160,"{""coordinates"": [[-79.5948425834357, 43.7381347518027]], ""type"": ""MultiPoint""}"
161,161,Lambton-Kingsway Junior Middle School,525 Prince Edward Drive,Etobicoke,M8X 2M6,E,7033947,525,Prince Edward Dr N,525 Prince Edward Dr N,Etobicoke,Lambton-Kingsway Junior Middle School,115001,7033940,525,None,,None,10300,161,"{""coordinates"": [[-79.5093148073344, 43.6586572209274]], ""type"": ""MultiPoint""}"
162,162,Arbor Glen Public School,55 Freshmeadow Drive,North York,M2H 3H6,E,3107754,55,Freshmeadow Dr,55 Freshmeadow Dr,North York,Arbor Glen Public School,115001,3107766,55,None,,None,5647,162,"{""coordinates"": [[-79.3557094447754, 43.8094863867353]], ""type"": ""MultiPoint""}"
163,163,Alternative Scarborough Education 1,60 Brimorton Drive,Scarborough,M1P 3Z1,S,312808,60,Brimorton Dr,60 Brimorton Dr,Scarborough,St. Andrews Public School,115001,108579,60,None,,None,7437,163,"{""coordinates"": [[-79.2547962816571, 43.766645247168]], ""type"": ""MultiPoint""}"
164,164,St Andrews Public School,60 Brimorton Drive,Scarborough,M1P 3Z1,E,312808,60,Brimorton Dr,60 Brimorton Dr,Scarborough,St. Andrews Public School,115001,108579,60,None,,None,7437,164,"{""coordinates"": [[-79.2547962816571, 43.766645247168]], ""type"": ""MultiPoint""}"
165,165,George P Mackie Junior Public School,60 Heathfield Drive,Scarborough,M1M 3B1,E,343513,60,Heathfield Dr,60 Heathfield Dr,Scarborough,George P Mackie Junior Public School,115001,110851,60,None,,None,8089,165,"{""coordinates"": [[-79.2119939725128, 43.7393273081079]], ""type"": ""MultiPoint""}"
166,166,Briarcrest Junior School,60 Wellesworth Drive,Etobicoke,M9C 4R3,E,8344927,60,Wellesworth Dr,60 Wellesworth Dr,Etobicoke,Briarcrest Junior School,115001,8344924,60,None,,None,2752,166,"{""coordinates"": [[-79.5800752804407, 43.6664657716455]], ""type"": ""MultiPoint""}"
167,167,Bendale Junior Public School,61 Benshire Drive,Scarborough,M1H 1M4,E,307066,61,Benshire Dr,61 Benshire Dr,Scarborough,Bendale Junior Public School,115001,108929,61,None,,None,7343,167,"{""coordinates"": [[-79.2448802576444, 43.7625671183697]], ""type"": ""MultiPoint""}"
168,168,Seneca Hill Public School,625 Seneca Hill Drive,North York,M2J 2W6,E,560551,625,Seneca Hill Dr,625 Seneca Hill Dr,North York,Seneca Hill Public School,115001,436927,625,None,,None,6676,168,"{""coordinates"": [[-79.3502969872857, 43.7908704223355]], ""type"": ""MultiPoint""}"
169,169,Hollycrest Middle School,630 Renforth Drive,Etobicoke,M9C 2N6,E,1027148,630,Renforth Dr,630 Renforth Dr,Etobicoke,Hollycrest Middle Public School,115001,910965,630,None,,None,2353,169,"{""coordinates"": [[-79.5827078548947, 43.656104223852]], ""type"": ""MultiPoint""}"
170,170,Princess Margaret Junior School,65 Tromley Drive,Etobicoke,M9B 5Y7,E,10513559,65,Tromley Dr,65 Tromley Dr,Etobicoke,Princess Margaret Junior School,115001,10513552,65,None,,None,2659,170,"{""coordinates"": [[-79.5590577552409, 43.6712220300167]], ""type"": ""MultiPoint""}"
171,171,Brookhaven Public School,70 Brookhaven Drive,North York,M6M 4N8,E,493354,70,Brookhaven Dr,70 Brookhaven Dr,North York,Brookhaven Public School,115001,446535,70,None,,None,5048,171,"{""coordinates"": [[-79.4956943989555, 43.7025063022277]], ""type"": ""MultiPoint""}"
172,172,Beaumonde Heights Junior Middle School,70 Monterrey Drive,Etobicoke,M9V 1T1,E,1019694,70,Monterrey Dr,70 Monterrey Dr,Etobicoke,Beaumonde Heights Public School,115001,906829,70,None,,None,2134,172,"{""coordinates"": [[-79.5747551861525, 43.7426035565314]], ""type"": ""MultiPoint""}"
173,173,West Preparatory Junior Public School,70 Ridge Hill Drive,Toronto,M6C 2J6,E,859183,70,Ridge Hill Dr,70 Ridge Hill Dr,former Toronto,West Preparatory School,115001,1138683,70,None,,None,4282,173,"{""coordinates"": [[-79.4329440583326, 43.7026161891079]], ""type"": ""MultiPoint""}"
174,174,Park Lawn Junior Middle School,71 Ballacaine Drive,Etobicoke,M8Y 4B6,E,985525,71,Ballacaine Dr,71 Ballacaine Dr,Etobicoke,Park Lawn Junior Middle School,115001,912249,71,None,,None,1101,174,"{""coordinates"": [[-79.4964469164461, 43.6377066076306]], ""type"": ""MultiPoint""}"
175,175,Churchill Heights Public School,749 Brimorton Drive,Scarborough,M1G 2S4,E,313046,749,Brimorton Dr,749 Brimorton Dr,Scarborough,Churchill Heights Public School,115001,107715,749,None,,None,7437,175,"{""coordinates"": [[-79.2243167892305, 43.7731919492023]], ""type"": ""MultiPoint""}"
176,176,Bennington Heights Elementary School,76 Bennington Heights Drive,East York,M4G 1B1,E,2945619,76,Bennington Heights Dr,76 Bennington Heights Dr,East York,Bennington Heights School,115001,2945649,76,None,,None,30,176,"{""coordinates"": [[-79.3687780820258, 43.6939854007409]], ""type"": ""MultiPoint""}"
177,177,Three Valleys Public School,76 Three Valleys Drive,North York,M3A 3B7,E,568636,76,Three Valleys Dr,76 Three Valleys Dr,North York,Three Valleys Public School,115001,441061,76,None,,None,6895,177,"{""coordinates"": [[-79.3376043958259, 43.7506806575244]], ""type"": ""MultiPoint""}"
178,178,Lester B Pearson Collegiate Institute,150 Tapscott Road,Scarborough,M1B 2L2,S,390705,150,Tapscott Rd,150 Tapscott Rd,Scarborough,Lester B Pearson Collegiate Institute,115001,104524,150,None,,None,9057,178,"{""coordinates"": [[-79.2258580493407, 43.8033727841338]], ""type"": ""MultiPoint""}"
179,179,Roden Public School,151 Hiawatha Road,Toronto,M4L 2Y1,E,820061,151,Hiawatha Rd,151 Hiawatha Rd,former Toronto,Roden Junior Public School,115001,14022212,151,None,,None,3656,179,"{""coordinates"": [[-79.3230764862029, 43.6738732738778]], ""type"": ""MultiPoint""}"
180,180,Birch Cliff Public School,1650 Kingston Road,Scarborough,M1N 1S2,E,351953,1650,Kingston Rd,1650 Kingston Rd,Scarborough,Birch Cliff Public School,115001,113039,1650,None,,None,3786,180,"{""coordinates"": [[-79.2655686242961, 43.6919887241508]], ""type"": ""MultiPoint""}"
181,181,West Humber Collegiate Institute,1675 Martin Grove Road,Etobicoke,M9V 3S3,S,10747541,1675,Martin Grove Rd,1675 Martin Grove Rd,Etobicoke,West Humber Collegiate Institute,115001,10747534,1675,None,,None,2066,181,"{""coordinates"": [[-79.5867053925528, 43.7309224004354]], ""type"": ""MultiPoint""}"
182,182,Diefenbaker Elementary School,175 Plains Road,East York,M4J 2R2,E,6208971,175,Plains Rd,175 Plains Rd,East York,Diefenbaker Elementary School,115001,1176,175,None,,None,290,182,"{""coordinates"": [[-79.3316401743941, 43.6950420299431]], ""type"": ""MultiPoint""}"
183,183,Glen Ames Senior Public School,18 Williamson Road,Toronto,M4E 1K5,E,8236855,18,Williamson Rd,18 Williamson Rd,former Toronto,Glen Ames Senior Public School,115001,8236854,18,None,,None,4686,183,"{""coordinates"": [[-79.2984421909583, 43.6741488615009]], ""type"": ""MultiPoint""}"
184,184,Galloway Road Public School,192 Galloway Road,West Hill,M1E 1X2,E,336737,192,Galloway Rd,192 Galloway Rd,Scarborough,Galloway Road Public School,115001,108571,192,None,,None,7948,184,"{""coordinates"": [[-79.1966222950893, 43.7650173036954]], ""type"": ""MultiPoint""}"
185,185,C D Farquharson Junior Public School,1965 Brimley Road,Agincourt,M1S 2B1,E,312706,1965,Brimley Rd,1965 Brimley Rd,Scarborough,C. D. Farquharson Junior Public School,115001,20050591,1965,None,,None,7435,185,"{""coordinates"": [[-79.2661055358191, 43.784467159758]], ""type"": ""MultiPoint""}"
186,186,North Kipling Junior Middle School,2 Rowntree Road,Etobicoke,M9V 5C7,E,14073053,2,Rowntree Rd,2 Rowntree Rd,Etobicoke,"North Kipling Junior Middle School, North Kipling Community Centre",115001,30088407,2,None,,None,2408,186,"{""coordinates"": [[-79.5844719859096, 43.7520919012962]], ""type"": ""MultiPoint""}"
187,187,Gulfstream Public School,20 Gulfstream Road,North York,M9M 1S3,E,13967820,20,Gulfstream Rd,20 Gulfstream Rd,North York,Gulfstream Public School,115001,442891,20,None,,None,5766,187,"{""coordinates"": [[-79.5420098021244, 43.7390779789322]], ""type"": ""MultiPoint""}"
